SurveySeason,Region,NetType,CommonName,Core_Survey,Month,SurveyCategory,N_Fish,Length_Mean,Length_SD,Length_Min,Length_Q1,Length_Q5,Length_Q25,Length_Median,Length_Q75,Length_Q95,Length_Q99,Length_Max
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,9,Other Pelagic,24,34,5,25,25,27,32,35,37,41,43,44
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,30,50,13,32,34,38,42,47,52,69,92,99
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,6,64,9,53,53,54,57,66,69,74,76,76
EDSM,South,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,1440,69,13,41,48,53,58,65,78,93,104,117
EDSM,South,Pelagic Trawl,White_Catfish,FALSE,2,Other Pelagic,3,115,86,63,63,64,66,69,142,200,211,214
ICF_TPS,Far West,Bottom Trawl,Striped_Bass,FALSE,1,Bottom Trawl,4,218,56,145,147,154,190,228,256,266,268,269
ICF_TPS,Far West,Bottom Trawl,Striped_Bass,FALSE,10,Bottom Trawl,2,234,99,164,165,171,199,234,269,297,303,304
ICF_TPS,Far West,Pelagic Trawl,American_Shad,FALSE,3,Other Pelagic,5,95,7,88,88,89,91,92,97,105,107,107
ICF_TPS,Far West,Pelagic Trawl,American_Shad,FALSE,12,Other Pelagic,4,83,23,54,55,58,75,84,92,107,110,111
ICF_TPS,Far West,Pelagic Trawl,Chinook_Salmon,FALSE,3,Other Pelagic,2,82,16,70,70,71,76,82,87,92,93,93
ICF_TPS,Far West,Pelagic Trawl,Inland_Silverside,FALSE,5,Other Pelagic,5,58,12,44,44,45,49,60,63,73,75,75
ICF_TPS,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,1,Other Pelagic,2,79,14,69,69,70,74,79,84,88,89,89
ICF_TPS,Far West,Pelagic Trawl,Longfin_Smelt,FALSE,11,Other Pelagic,2,34,1,34,34,34,34,34,35,35,35,35
ICF_TPS,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,9,Other Pelagic,171,43,14,32,32,32,36,37,43,80,81,82
ICF_TPS,Far West,Pelagic Trawl,Northern_Anchovy,FALSE,11,Other Pelagic,1430,47,4,39,39,39,44,48,51,51,51,51
ICF_TPS,Far West,Pelagic Trawl,Pacific_Herring,FALSE,1,Other Pelagic,2,33,3,31,31,31,32,33,34,35,35,35
ICF_TPS,Far West,Pelagic Trawl,Pacific_Herring,FALSE,9,Other Pelagic,2,42,6,37,37,37,39,42,44,46,46,46
ICF_TPS,Far West,Pelagic Trawl,Shimofuri_Goby,FALSE,3,Other Pelagic,3,52,3,49,49,49,50,51,53,55,55,55
ICF_TPS,Far West,Pelagic Trawl,Splittail,FALSE,3,Other Pelagic,524,58,62,31,31,31,35,36,43,244,244,244
ICF_TPS,Far West,Pelagic Trawl,Splittail,FALSE,5,Other Pelagic,3,129,22,112,112,113,116,121,138,151,153,154
ICF_TPS,Far West,Pelagic Trawl,Splittail,FALSE,9,Other Pelagic,4,47,2,45,45,45,46,46,48,50,50,50
ICF_TPS,Far West,Pelagic Trawl,Striped_Bass,FALSE,1,Other Pelagic,12,198,75,96,97,102,126,220,245,294,332,342
ICF_TPS,Far West,Pelagic Trawl,Striped_Bass,FALSE,4,Other Pelagic,2,184,52,147,148,151,165,184,202,216,219,220
ICF_TPS,Far West,Pelagic Trawl,Striped_Bass,FALSE,9,Other Pelagic,6,110,117,32,32,33,35,36,199,266,269,270
ICF_TPS,West,Bottom Trawl,American_Shad,FALSE,12,Bottom Trawl,4,84,7,77,77,78,80,82,85,92,94,94
ICF_TPS,West,Bottom Trawl,Chinook_Salmon,FALSE,1,Bottom Trawl,2,38,1,37,37,37,38,38,38,39,39,39
ICF_TPS,West,Bottom Trawl,Chinook_Salmon,FALSE,2,Bottom Trawl,2,57,1,56,56,56,56,57,58,58,58,58
ICF_TPS,West,Bottom Trawl,Chinook_Salmon,FALSE,5,Bottom Trawl,6,53,20,40,40,40,40,45,54,82,89,91
ICF_TPS,West,Bottom Trawl,Chinook_Salmon,FALSE,6,Bottom Trawl,5,43,6,34,34,35,41,42,48,49,49,49
ICF_TPS,West,Bottom Trawl,Chinook_Salmon,FALSE,7,Bottom Trawl,37,50,14,30,30,32,37,53,57,72,82,83
ICF_TPS,West,Bottom Trawl,Inland_Silverside,FALSE,5,Bottom Trawl,3,62,16,50,50,50,52,55,68,78,80,80
ICF_TPS,West,Bottom Trawl,Shimofuri_Goby,FALSE,5,Bottom Trawl,2,68,5,65,65,65,67,68,70,72,72,72
ICF_TPS,West,Bottom Trawl,Splittail,FALSE,1,Bottom Trawl,2,128,10,121,121,122,124,128,132,134,135,135
ICF_TPS,West,Bottom Trawl,Splittail,FALSE,3,Bottom Trawl,6,136,11,119,119,121,129,138,145,147,148,148
ICF_TPS,West,Bottom Trawl,Splittail,FALSE,5,Bottom Trawl,1056,46,26,30,30,30,38,40,43,147,147,147
ICF_TPS,West,Bottom Trawl,Splittail,FALSE,7,Bottom Trawl,2,188,73,137,138,142,163,188,214,235,239,240
ICF_TPS,West,Bottom Trawl,Splittail,FALSE,12,Bottom Trawl,2,103,1,102,102,102,102,103,104,104,104,104
ICF_TPS,West,Bottom Trawl,Striped_Bass,FALSE,1,Bottom Trawl,6,165,80,103,103,105,114,137,176,284,310,317
ICF_TPS,West,Bottom Trawl,Striped_Bass,FALSE,3,Bottom Trawl,4,138,31,100,101,104,122,141,157,169,171,172
ICF_TPS,West,Bottom Trawl,Striped_Bass,FALSE,7,Bottom Trawl,10,174,52,95,96,98,128,200,211,228,231,232
ICF_TPS,West,Bottom Trawl,Threadfin_Shad,FALSE,1,Bottom Trawl,4,106,11,95,95,96,100,103,109,119,121,121
ICF_TPS,West,Bottom Trawl,Threadfin_Shad,FALSE,3,Bottom Trawl,10,63,11,52,52,52,54,60,70,80,86,87
ICF_TPS,West,Bottom Trawl,Threadfin_Shad,FALSE,5,Bottom Trawl,3,106,28,74,75,79,98,122,122,123,123,123
ICF_TPS,West,Bottom Trawl,Threadfin_Shad,FALSE,6,Bottom Trawl,6,92,16,75,76,78,86,88,95,115,120,121
ICF_TPS,West,Bottom Trawl,Threadfin_Shad,FALSE,7,Bottom Trawl,20,76,13,55,56,59,73,74,80,91,111,116
ICF_TPS,West,Bottom Trawl,Threadfin_Shad,FALSE,11,Bottom Trawl,2,94,6,90,90,90,92,94,97,99,99,99
ICF_TPS,West,Bottom Trawl,Threadfin_Shad,FALSE,12,Bottom Trawl,162,99,12,76,76,76,93,98,111,116,116,116
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,1,Other Pelagic,17,96,13,65,68,79,88,98,102,113,121,123
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,2,Other Pelagic,55,96,19,64,64,67,83,93,107,129,135,137
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,3,Other Pelagic,46,98,15,66,69,81,92,96,100,137,141,142
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,4,Other Pelagic,102,94,8,77,79,80,90,94,99,106,110,114
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,5,Other Pelagic,39,94,10,73,76,83,88,90,100,109,119,122
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,6,Other Pelagic,40,100,17,75,77,80,87,95,112,129,136,137
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,7,Other Pelagic,310,99,8,53,68,85,98,98,102,106,117,133
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,8,Other Pelagic,163,85,5,71,71,75,83,85,88,94,96,97
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,9,Other Pelagic,9,79,15,56,56,58,72,81,89,99,103,104
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,10,Other Pelagic,41,90,15,52,52,66,84,90,98,113,124,126
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,11,Other Pelagic,80,83,12,50,56,64,78,84,87,104,117,126
ICF_TPS,West,Pelagic Trawl,American_Shad,FALSE,12,Other Pelagic,82,80,15,30,30,32,79,84,89,93,95,95
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,1,Other Pelagic,5,77,33,36,37,42,68,73,81,118,125,127
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,2,Other Pelagic,24,71,18,39,39,42,57,75,88,93,93,93
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,3,Other Pelagic,5,83,14,62,63,66,81,84,87,99,101,102
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,4,Other Pelagic,4,57,17,43,43,43,43,54,68,76,78,78
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,5,Other Pelagic,14,70,24,41,41,41,44,74,86,105,111,113
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,6,Other Pelagic,12,56,20,36,37,39,43,44,75,88,90,90
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,7,Other Pelagic,6,72,18,44,45,47,60,78,85,89,90,90
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,9,Other Pelagic,2,78,18,66,66,67,72,78,85,90,91,91
ICF_TPS,West,Pelagic Trawl,Chinook_Salmon,FALSE,10,Other Pelagic,4,83,6,74,74,76,82,86,86,87,87,87
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,2,Other Pelagic,15,59,11,40,41,44,52,61,65,75,77,77
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,3,Other Pelagic,59,65,11,34,40,49,60,65,70,77,101,107
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,4,Other Pelagic,123,62,10,41,47,47,54,61,68,80,84,90
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,5,Other Pelagic,15,67,8,54,55,57,60,65,73,79,84,85
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,6,Other Pelagic,50,66,10,45,48,51,60,66,73,82,90,90
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,7,Other Pelagic,204,57,10,35,35,40,50,60,60,75,79,85
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,8,Other Pelagic,101,69,12,45,45,50,59,69,78,85,99,109
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,9,Other Pelagic,9,67,12,44,45,49,58,70,74,80,81,81
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,10,Other Pelagic,41,68,9,52,53,55,60,68,73,82,83,83
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,11,Other Pelagic,51,60,12,35,35,41,52,58,66,80,84,85
ICF_TPS,West,Pelagic Trawl,Inland_Silverside,FALSE,12,Other Pelagic,79,70,10,57,57,57,59,69,76,90,96,100
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,3,Other Pelagic,3,73,4,68,68,69,72,75,75,75,75,75
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,4,Other Pelagic,3,82,7,77,77,77,78,79,84,89,90,90
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,6,Other Pelagic,4,77,29,35,36,42,72,86,91,98,100,100
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,7,Other Pelagic,10,39,18,30,30,30,31,33,36,68,86,90
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,8,Other Pelagic,2,46,20,32,32,33,39,46,53,59,60,60
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,9,Other Pelagic,3,60,26,31,32,35,50,68,74,79,80,80
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,10,Other Pelagic,303,32,1,30,30,30,30,31,32,34,34,35
ICF_TPS,West,Pelagic Trawl,Longfin_Smelt,FALSE,11,Other Pelagic,117,34,9,30,30,30,31,33,34,35,74,110
ICF_TPS,West,Pelagic Trawl,Pacific_Herring,FALSE,1,Other Pelagic,4,83,3,81,81,81,82,82,84,86,87,87
ICF_TPS,West,Pelagic Trawl,Pacific_Herring,FALSE,2,Other Pelagic,6,86,7,76,76,78,82,84,90,94,94,94
ICF_TPS,West,Pelagic Trawl,Pacific_Herring,FALSE,5,Other Pelagic,29,29,5,22,22,23,25,29,32,36,43,45
ICF_TPS,West,Pelagic Trawl,Pacific_Herring,FALSE,7,Other Pelagic,6,48,6,36,37,39,49,50,51,52,53,53
ICF_TPS,West,Pelagic Trawl,Pacific_Herring,FALSE,8,Other Pelagic,8,34,4,27,27,28,33,36,37,39,39,39
ICF_TPS,West,Pelagic Trawl,Pacific_Herring,FALSE,10,Other Pelagic,18,45,6,33,34,37,41,46,49,51,53,53
ICF_TPS,West,Pelagic Trawl,Pacific_Herring,FALSE,11,Other Pelagic,21,54,12,34,34,34,50,55,60,61,86,92
ICF_TPS,West,Pelagic Trawl,Shimofuri_Goby,FALSE,1,Other Pelagic,3,73,12,63,63,64,66,70,78,84,86,86
ICF_TPS,West,Pelagic Trawl,Shimofuri_Goby,FALSE,5,Other Pelagic,6,68,12,51,51,53,60,70,77,82,83,83
ICF_TPS,West,Pelagic Trawl,Shimofuri_Goby,FALSE,7,Other Pelagic,2,50,14,40,40,41,45,50,55,59,60,60
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,1,Other Pelagic,2,166,33,143,143,145,154,166,178,187,189,189
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,2,Other Pelagic,61,167,49,111,111,115,132,148,180,270,283,285
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,3,Other Pelagic,356,139,67,24,29,35,138,147,166,258,258,300
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,4,Other Pelagic,58,137,36,93,94,106,124,128,135,191,272,330
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,5,Other Pelagic,183,123,68,27,30,32,40,134,153,273,277,290
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,6,Other Pelagic,640,136,30,34,108,109,126,131,139,155,305,350
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,7,Other Pelagic,308,112,69,35,36,36,46,115,161,243,272,324
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,8,Other Pelagic,139,106,65,40,41,42,58,65,144,230,250,340
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,9,Other Pelagic,9,149,74,111,111,112,118,125,132,265,327,343
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,10,Other Pelagic,34,150,41,92,95,100,122,146,160,237,274,290
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,11,Other Pelagic,29,160,45,97,101,113,130,152,172,247,275,285
ICF_TPS,West,Pelagic Trawl,Splittail,FALSE,12,Other Pelagic,6,171,85,111,111,112,114,122,226,290,298,300
ICF_TPS,West,Pelagic Trawl,Starry_Flounder,FALSE,2,Other Pelagic,2,208,105,134,135,141,171,208,245,275,281,282
ICF_TPS,West,Pelagic Trawl,Starry_Flounder,FALSE,4,Other Pelagic,2,166,9,159,159,160,162,166,169,171,172,172
ICF_TPS,West,Pelagic Trawl,Starry_Flounder,FALSE,5,Other Pelagic,25,163,34,106,108,114,135,159,186,215,227,230
ICF_TPS,West,Pelagic Trawl,Starry_Flounder,FALSE,7,Other Pelagic,2,47,6,43,43,43,45,47,49,51,51,51
ICF_TPS,West,Pelagic Trawl,Starry_Flounder,FALSE,8,Other Pelagic,4,149,67,52,55,68,130,173,192,198,199,199
ICF_TPS,West,Pelagic Trawl,Starry_Flounder,FALSE,11,Other Pelagic,2,117,103,44,45,51,80,117,154,183,189,190
ICF_TPS,West,Pelagic Trawl,Steelhead,FALSE,3,Other Pelagic,4,234,25,198,199,204,230,242,247,252,253,253
ICF_TPS,West,Pelagic Trawl,Steelhead,FALSE,5,Other Pelagic,4,224,6,218,218,218,219,224,229,229,229,229
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,1,Other Pelagic,5,362,228,110,112,118,148,436,469,611,640,647
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,2,Other Pelagic,16,180,145,69,71,81,103,118,157,468,494,500
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,3,Other Pelagic,12,275,146,107,108,111,163,231,413,500,500,500
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,4,Other Pelagic,6,108,21,84,84,86,94,108,118,136,140,141
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,5,Other Pelagic,103,150,59,85,85,91,114,131,164,243,355,440
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,6,Other Pelagic,23,174,109,31,43,88,110,133,216,420,482,495
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,7,Other Pelagic,30,143,65,35,36,56,111,128,164,285,303,304
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,8,Other Pelagic,45,181,124,32,33,35,92,114,260,382,476,520
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,9,Other Pelagic,3,276,324,84,84,85,90,95,372,594,639,650
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,10,Other Pelagic,19,168,73,77,77,79,120,150,196,294,343,355
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,11,Other Pelagic,17,177,144,84,84,86,95,108,150,500,500,500
ICF_TPS,West,Pelagic Trawl,Striped_Bass,FALSE,12,Other Pelagic,5,249,143,87,87,89,98,348,355,355,355,355
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,16,74,13,56,56,57,67,72,77,93,105,108
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,949,93,15,49,57,71,82,93,102,118,133,145
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,162,76,11,57,58,60,68,74,84,95,105,105
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,4,Other Pelagic,417,82,13,41,49,62,75,82,91,104,107,139
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,5,Other Pelagic,34,86,15,56,58,63,76,86,96,111,122,122
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,6,Other Pelagic,115,93,13,48,63,71,85,92,102,112,115,124
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,7,Other Pelagic,922,88,12,40,56,68,80,89,95,108,109,120
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,8,Other Pelagic,234,81,14,45,48,55,72,83,92,100,110,119
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,9,Other Pelagic,41,74,11,49,53,59,68,74,81,92,98,99
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,176,82,12,60,61,63,72,80,90,106,108,118
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,228,78,15,44,44,52,69,78,87,99,117,140
ICF_TPS,West,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,44,75,19,31,31,41,66,69,88,102,108,112
Suisun,Far West,Bottom Trawl,American_Shad,FALSE,1,Bottom Trawl,16,99,13,78,79,85,90,98,103,120,127,129
Suisun,Far West,Bottom Trawl,American_Shad,FALSE,2,Bottom Trawl,2,208,15,197,198,198,203,208,213,217,218,218
Suisun,Far West,Bottom Trawl,American_Shad,FALSE,8,Bottom Trawl,7,84,17,63,63,65,72,82,95,106,109,109
Suisun,Far West,Bottom Trawl,American_Shad,FALSE,9,Bottom Trawl,53,88,21,60,60,62,71,86,98,117,152,181
Suisun,Far West,Bottom Trawl,American_Shad,FALSE,10,Bottom Trawl,13,87,14,68,69,71,78,85,93,109,113,114
Suisun,Far West,Bottom Trawl,American_Shad,FALSE,11,Bottom Trawl,7,121,47,75,76,77,84,109,151,189,192,193
Suisun,Far West,Bottom Trawl,American_Shad,FALSE,12,Bottom Trawl,41,94,16,66,69,80,88,90,94,108,154,174
Suisun,Far West,Bottom Trawl,Delta_Smelt,FALSE,12,Bottom Trawl,3,59,2,58,58,58,58,58,60,62,62,62
Suisun,Far West,Bottom Trawl,Longfin_Smelt,FALSE,5,Bottom Trawl,2,34,2,33,33,33,33,34,34,35,35,35
Suisun,Far West,Bottom Trawl,Longfin_Smelt,FALSE,11,Bottom Trawl,46,74,8,62,63,66,70,73,76,85,102,113
Suisun,Far West,Bottom Trawl,Longfin_Smelt,FALSE,12,Bottom Trawl,95,72,12,47,49,55,63,69,80,88,118,122
Suisun,Far West,Bottom Trawl,Pacific_Herring,FALSE,7,Bottom Trawl,2,49,2,48,48,48,48,49,50,51,51,51
Suisun,Far West,Bottom Trawl,Pacific_Herring,FALSE,8,Bottom Trawl,2,64,12,56,56,57,60,64,69,72,73,73
Suisun,Far West,Bottom Trawl,Splittail,FALSE,1,Bottom Trawl,173,216,90,83,96,103,126,223,298,347,362,388
Suisun,Far West,Bottom Trawl,Splittail,FALSE,2,Bottom Trawl,161,186,76,84,88,108,123,143,245,320,337,360
Suisun,Far West,Bottom Trawl,Splittail,FALSE,3,Bottom Trawl,153,170,67,78,86,99,124,143,220,293,346,398
Suisun,Far West,Bottom Trawl,Splittail,FALSE,4,Bottom Trawl,208,185,58,110,121,126,141,155,234,296,326,377
Suisun,Far West,Bottom Trawl,Splittail,FALSE,5,Bottom Trawl,289,210,66,34,47,136,157,185,258,332,363,400
Suisun,Far West,Bottom Trawl,Splittail,FALSE,6,Bottom Trawl,402,151,98,38,41,49,58,155,242,317,357,363
Suisun,Far West,Bottom Trawl,Splittail,FALSE,7,Bottom Trawl,516,119,80,19,48,58,70,79,171,302,352,374
Suisun,Far West,Bottom Trawl,Splittail,FALSE,8,Bottom Trawl,356,131,74,49,64,75,87,99,121,303,337,362
Suisun,Far West,Bottom Trawl,Splittail,FALSE,9,Bottom Trawl,229,151,74,67,79,90,102,113,207,310,342,354
Suisun,Far West,Bottom Trawl,Splittail,FALSE,10,Bottom Trawl,93,178,84,84,89,96,111,127,234,338,370,388
Suisun,Far West,Bottom Trawl,Splittail,FALSE,11,Bottom Trawl,132,186,85,78,84,95,113,137,269,331,354,360
Suisun,Far West,Bottom Trawl,Splittail,FALSE,12,Bottom Trawl,103,196,92,74,83,90,114,148,292,342,354,368
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,1,Bottom Trawl,102,435,155,218,218,237,361,429,508,619,1072,1072
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,2,Bottom Trawl,168,398,152,24,24,106,298,418,475,613,880,880
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,3,Bottom Trawl,198,343,136,31,31,119,228,389,452,519,551,551
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,4,Bottom Trawl,177,253,116,111,111,130,151,207,339,474,564,564
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,5,Bottom Trawl,216,261,144,25,26,109,166,199,335,564,616,621
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,6,Bottom Trawl,1176,50,77,16,20,21,24,26,32,215,397,562
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,7,Bottom Trawl,330,136,132,15,16,20,39,68,220,408,471,587
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,8,Bottom Trawl,795,120,80,36,39,56,74,92,124,294,420,463
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,9,Bottom Trawl,840,122,59,54,58,70,89,107,130,250,355,473
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,10,Bottom Trawl,258,189,147,85,87,96,105,127,239,463,800,1038
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,11,Bottom Trawl,129,216,109,34,34,118,142,173,265,497,519,519
Suisun,Far West,Bottom Trawl,Striped_Bass,FALSE,12,Bottom Trawl,72,405,171,142,142,163,296,393,477,632,831,831
Suisun,Far West,Bottom Trawl,Threadfin_Shad,FALSE,1,Bottom Trawl,11,86,13,66,66,67,77,86,93,106,111,112
Suisun,Far West,Bottom Trawl,Threadfin_Shad,FALSE,9,Bottom Trawl,5,90,23,75,75,75,75,81,89,122,129,131
Suisun,Far West,Bottom Trawl,Threadfin_Shad,FALSE,10,Bottom Trawl,2,93,7,88,88,88,90,93,96,98,98,98
Suisun,Far West,Bottom Trawl,Threadfin_Shad,FALSE,11,Bottom Trawl,4,60,4,57,57,57,58,59,61,64,65,65
Suisun,Far West,Bottom Trawl,Threadfin_Shad,FALSE,12,Bottom Trawl,10,79,16,66,66,67,70,74,80,106,119,122
Suisun,West,Bottom Trawl,American_Shad,FALSE,1,Bottom Trawl,55,96,23,54,55,62,84,91,103,128,174,186
Suisun,West,Bottom Trawl,American_Shad,FALSE,2,Bottom Trawl,53,111,34,70,76,81,91,98,119,188,219,234
Suisun,West,Bottom Trawl,American_Shad,FALSE,3,Bottom Trawl,33,115,26,90,90,90,99,107,123,154,207,222
Suisun,West,Bottom Trawl,American_Shad,FALSE,4,Bottom Trawl,47,61,41,27,28,29,31,36,111,128,133,136
Suisun,West,Bottom Trawl,American_Shad,FALSE,5,Bottom Trawl,15,89,54,30,30,31,34,117,136,153,157,157
Suisun,West,Bottom Trawl,American_Shad,FALSE,6,Bottom Trawl,7,138,21,110,111,114,128,139,141,167,174,176
Suisun,West,Bottom Trawl,American_Shad,FALSE,7,Bottom Trawl,87,63,55,12,12,23,29,41,73,161,216,372
Suisun,West,Bottom Trawl,American_Shad,FALSE,8,Bottom Trawl,315,70,17,24,28,49,59,70,80,90,137,165
Suisun,West,Bottom Trawl,American_Shad,FALSE,9,Bottom Trawl,335,80,18,27,53,60,70,78,87,104,164,178
Suisun,West,Bottom Trawl,American_Shad,FALSE,10,Bottom Trawl,260,84,16,60,63,68,73,81,92,112,136,186
Suisun,West,Bottom Trawl,American_Shad,FALSE,11,Bottom Trawl,137,98,24,69,70,74,83,91,104,146,183,209
Suisun,West,Bottom Trawl,American_Shad,FALSE,12,Bottom Trawl,198,94,20,69,70,75,83,90,101,123,181,197
Suisun,West,Bottom Trawl,Delta_Smelt,FALSE,1,Bottom Trawl,14,70,9,55,55,58,66,68,76,84,86,87
Suisun,West,Bottom Trawl,Delta_Smelt,FALSE,2,Bottom Trawl,10,67,7,55,55,57,61,68,72,76,78,78
Suisun,West,Bottom Trawl,Delta_Smelt,FALSE,4,Bottom Trawl,2,67,4,64,65,65,66,67,69,70,70,70
Suisun,West,Bottom Trawl,Delta_Smelt,FALSE,7,Bottom Trawl,4,37,2,35,35,35,35,37,39,39,39,39
Suisun,West,Bottom Trawl,Delta_Smelt,FALSE,10,Bottom Trawl,5,64,6,58,58,58,60,60,71,71,71,71
Suisun,West,Bottom Trawl,Delta_Smelt,FALSE,11,Bottom Trawl,19,61,7,48,49,50,58,60,63,71,75,76
Suisun,West,Bottom Trawl,Delta_Smelt,FALSE,12,Bottom Trawl,20,64,9,55,55,55,56,62,72,76,76,76
Suisun,West,Bottom Trawl,Longfin_Smelt,FALSE,1,Bottom Trawl,27,81,15,54,55,59,72,79,92,104,115,119
Suisun,West,Bottom Trawl,Longfin_Smelt,FALSE,2,Bottom Trawl,11,75,14,56,57,58,69,73,81,96,106,108
Suisun,West,Bottom Trawl,Longfin_Smelt,FALSE,3,Bottom Trawl,28,42,21,24,24,24,30,32,44,79,92,96
Suisun,West,Bottom Trawl,Longfin_Smelt,FALSE,4,Bottom Trawl,571,30,6,13,21,23,27,30,32,37,41,84
Suisun,West,Bottom Trawl,Longfin_Smelt,FALSE,5,Bottom Trawl,806,30,5,12,15,23,26,30,32,37,40,59
Suisun,West,Bottom Trawl,Longfin_Smelt,FALSE,6,Bottom Trawl,92,32,4,26,26,26,30,32,35,39,39,41
