Site_Id,Date,Time,Water_Year,Latitude,Longitude,Region,Habitat,Tide,Temperature,Dissolved_Oxygen,Specific_Conductivity,Salinity,pH,Turbidity,Chlorophyll,Secchi,Fish_Net,Flowmeter_Change,K_Value,Flowmeter_Distance,Net_Mouth_Area,FishTowVolume,Adj_FishTowVolume,Start_Depth,End_Depth,American_Shad,Black_Bullhead,Black_Crappie,Bluegill_Sunfish,Brown_Bullhead,Chinook_Salmon,Common_Carp,Delta_Smelt,Goby_UNID,Golden_Shiner,Goldfish,Inland_Silverside,Jacksmelt,Largemouth_Bass,Longfin_Smelt,Minnow_UNID,Northern_Anchovy,Osmerid_UNID,Pacific_Herring,Pacific_Staghorn_Sculpin,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Sacramento_Hitch,Sacramento_Pikeminnow,Sacramento_Splittail,Sacramento_Sucker,Shimofuri_Goby,Shokihaze_Goby,Starry_Flounder,Steelhead,Striped_Bass,Threadfin_Shad,Threespine_Stickleback,Tule_Perch,Wakasagi,Warmouth,Yellowfin_Goby
TPS0091.2018,2018-05-03,15:13,2018,38.069062,-121.912913,SuisunEast,Distributary,Late Flood,11.8,10.89,2620,1.36,8.57,26.59,7.38,26,Tenera,999999,0.026873,26872.97313,4.459,,2688.133786,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0088.2018,2018-05-03,14:16,2018,38.077792,-121.92641,SuisunEast,Shoal,Early Flood,11.9,10.89,2755,1.44,8.66,26.79,5.54,32,Tenera,14641,0.026873,393.447593,4.459,1754.382817,1754.382817,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0086.2018,2018-05-03,13:30,2018,38.068209,-121.942319,SuisunEast,Shoal,Early Flood,11.35,11.08,2516,1.31,8.65,28.39,7.74,35,Tenera,1,0.026873,0.026873,4.459,,2067.79522,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0084.2018,2019-03-02,16:04,2018,38.036726,-122.111313,SuisunWest,Terminal,Late Ebb,12.79,8.42,18972,11.37,8.14,13.68,5.32,38,Tenera,,0.026873,,4.459,,1447.456654,5,6,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,1,1,,,,,
TPS0082.2018,2019-03-02,14:51,2018,38.086452,-122.02625,SuisunWest,Distributary,Early Ebb,12.02,9.69,11385,6.5,8.24,27.5,2.92,28,Tenera,12570,0.026873,337.79361,4.459,1506.221707,1506.221707,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
TPS0080.2018,2019-03-02,14:07,2018,38.082924,-122.007109,SuisunWest,Distributary,High Slack,12.31,10.04,7526,4.18,8.27,23.36,3.96,48,Tenera,13151,0.026873,353.406823,4.459,1575.841024,1575.841024,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0078.2018,2019-03-02,13:26,2018,38.080028,-122.007026,SuisunWest,Distributary,High Slack,12.27,10.11,6481,3.56,8.32,15.98,3.58,41,Tenera,12663,0.026873,340.292799,4.459,1517.365591,1517.365591,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,
TPS0077.2018,2019-03-02,12:28,2018,38.087226,-122.012107,SuisunWest,Distributary,Late Flood,12.08,10.08,7991,4.45,8.33,21.34,3.05,38,Tenera,12223,0.026873,328.468679,4.459,1464.64184,1464.64184,4,4,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0074.2018,2019-03-02,11:20,2018,38.131491,-122.008697,SuisunWest,Shoal,Late Flood,10.4,10.6,8792,4.93,8.34,37.2,8.6,22,Tenera,14494,0.026873,389.497262,4.459,1736.768291,1736.768291,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0072.2018,2019-03-02,10:20,2018,38.1151,-121.991452,SuisunWest,Shoal,Late Flood,10.5,10.68,8668,4.86,8.4,35.1,13.08,22,Tenera,13366,0.026873,359.184518,4.459,1601.603766,1601.603766,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
TPS0070.2018,2019-02-02,14:53,2018,,,,,Early Ebb,11.86,10.35,4718,2.53,8.29,17.93,4.63,38,Tenera,14958,0.026873,401.966334,4.459,1792.367883,1792.367883,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0068.2018,2019-02-02,13:53,2018,,,,,Late Flood,12.09,9.97,4533,2.43,8.26,14.75,2.69,48,Tenera,12440,0.026873,334.30012,4.459,1490.644235,1490.644235,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0066.2018,2019-02-02,13:03,2018,,,,,Late Flood,12.19,10.12,2489,1.3,8.57,14.26,3.45,38,Tenera,6496,0.026873,174.567008,4.459,778.3942887,778.3942887,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
TPS0058.2018,2019-02-02,12:35,2018,,,,,Early Flood,11.56,10.09,4651,2.5,8.24,24.13,2.94,50,Tenera,14951,0.026873,401.778223,4.459,1791.529096,1791.529096,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0064.2018,2019-02-02,12:26,2018,,,,,Late Flood,12.12,10.13,1276,0.64,8.69,11.02,3.4,57,Tenera,10329,0.026873,277.571217,4.459,1237.690057,1237.690057,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0063.2018,2019-02-02,11:50,2018,,,,,Late Flood,11.53,10.22,4197,2.24,8.37,19,4.21,40,Tenera,12205,0.026873,327.984965,4.459,1462.484959,1462.484959,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0060.2018,2019-02-02,10:49,2018,,,,,Late Flood,11.62,10.05,5111,2.76,8.43,41.89,4.43,45,Tenera,11784,0.026873,316.671432,4.459,1412.037915,1412.037915,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0056.2018,2018-02-02,15:30,2018,38.052491,-121.928355,SuisunEast,Distributary,High Slack,12.4,9.68,3613,1.9,8.04,20.13,2.92,40,Tenera,13355,0.026873,358.888915,4.459,1600.285672,1600.285672,6,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
TPS0054.2018,2018-02-02,14:25,2018,38.040048,-121.870138,SuisunEast,Distributary,Late Flood,12.05,9.84,1365,0.69,8.02,14.81,3.33,45,Tenera,8006,0.026873,215.145238,4.459,959.3326162,959.3326162,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0052.2018,2018-02-02,13:46,2018,38.04003,-121.873694,SuisunEast,Distributary,Late Flood,12.01,9.87,1233,0.62,7.98,15.03,3.04,45,Tenera,9251,0.026873,248.602123,4.459,1108.516866,1108.516866,7,13,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0050.2018,2018-02-02,13:03,2018,38.055879,-121.861871,SuisunEast,Shoal,Early Flood,11.55,9.82,1237,0.62,8.04,12.44,2.83,52,Tenera,13172,0.026873,353.971156,4.459,1578.357385,1578.357385,6,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,
TPS0048.2018,2018-02-02,12:18,2018,38.067391,-121.912735,SuisunEast,Distributary,Early Flood,12.01,9.78,3101,1.62,8.01,33.58,3.64,40,Tenera,12946,0.026873,347.897858,4.459,1551.276549,1551.276549,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,
TPS0046.2018,2018-02-02,11:34,2018,38.073476,-121.912134,SuisunEast,Shoal,Early Ebb,11.82,9.77,3435,1.82,7.82,15.57,1.62,52,Tenera,13635,0.026873,366.413355,4.459,1633.83715,1633.83715,5,5,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,10,,,,,
TPS0044.2018,2018-02-02,10:53,2018,38.076385,-121.932015,SuisunEast,Shoal,Early Ebb,11.85,9.71,3355,1.73,7.83,13.5,1.72,46,Tenera,11892,0.026873,319.573716,4.459,1424.9792,1424.9792,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,
TPS0042.2018,2018-02-02,10:18,2018,38.067403,-121.93823,SuisunEast,Shoal,Late Ebb,11.48,9.66,4497,2.41,7.91,23.16,3.14,50,Tenera,14782,0.026873,397.236686,4.459,1771.278383,1771.278383,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0040.2018,2018-01-02,15:49,2018,38.079206,-122.006775,SuisunWest,Distributary,Early Ebb,12.03,9.48,7017,3.87,7.78,15.8,3.29,41,Tenera,7313,0.026873,196.522249,4.459,876.2927083,876.2927083,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,
TPS0038.2018,2018-01-02,15:16,2018,38.084144,-122.007758,SuisunWest,Distributary,Late Flood,11.91,9.41,7088,3.86,7.78,14.22,3.34,50,Tenera,10190,0.026873,273.83587,4.459,1221.034144,1221.034144,5,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,1,,,,,
TPS0036.2018,2018-01-02,13:47,2018,38.087389,-122.016913,SuisunWest,Distributary,Late Flood,12.1,9.67,8250,4.6,7.92,17.72,2.57,46,Tenera,12332,0.026873,331.397836,4.459,1477.702951,1477.702951,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0034.2018,2018-01-02,13:10,2018,38.086016,-122.021471,SuisunWest,Distributary,Early Flood,11.73,9.62,8466,4.73,7.82,23.35,2.96,48,Tenera,12239,0.026873,328.898647,4.459,1466.559067,1466.559067,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0032.2018,2018-01-02,12:41,2018,38.089615,-122.024865,SuisunWest,Distributary,Early Flood,12.01,9.69,8036,4.48,7.85,15.73,2.09,47,Tenera,14971,0.026873,402.315683,4.459,1793.92563,1793.92563,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0030.2018,2018-01-02,12:00,2018,38.119214,-121.991319,SuisunWest,Shoal,Early Flood,12.19,10.56,7240,4.01,8.06,9.91,3.71,48,Tenera,14261,0.026873,383.235853,4.459,1708.848669,1708.848669,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
TPS0028.2018,2018-01-02,11:23,2018,38.133961,-122.016872,SuisunWest,Shoal,Early Flood,11.29,10.33,7514,4.13,8.09,11.49,4.23,55,Tenera,13738,0.026873,369.181274,4.459,1646.179301,1646.179301,6,7,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,
TPS0026.2018,2018-01-02,10:34,2018,38.132834,-122.009686,SuisunWest,Shoal,Early Flood,11.41,10.9,7424,4.17,8.11,11.24,11.34,62,Tenera,13021,0.026873,349.913333,4.459,1560.263552,1560.263552,5,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
TPS0024.2018,2018-01-02,9:39,2018,38.109858,-121.995142,SuisunWest,Shoal,Low Slack,11.35,10.01,7254,3.99,7.98,11.82,5.15,57,Tenera,13143,0.026873,353.191839,4.459,1574.88241,1574.88241,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0022.2018,2019-07-01,10:19,2018,38.041276,-121.870576,SuisunEast,Distributary,Low Slack,10.8,8.8,1643,0.83,8,9.22,2.25,74,Tenera,11983,0.026873,322.019159,4.459,1435.88343,1435.88343,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0021.2018,2019-07-01,10:02,2018,38.042313,-121.869367,SuisunEast,Distributary,Low Slack,10.8,8.8,1643,0.83,8,9.22,2.25,74,Tenera,7611,0.026873,204.530403,4.459,912.001067,912.001067,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0020.2018,2019-07-01,9:51,2018,38.040454,-121.870179,SuisunEast,Distributary,Low Slack,10.8,8.8,1643,0.83,8,9.22,2.25,74,Tenera,9799,0.026873,263.328527,4.459,1174.181902,1174.181902,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0018.2018,2019-06-01,14:30,2018,38.086968,-122.025957,SuisunWest,Distributary,High Slack,11.19,9.84,9746,5.72,7.79,13.33,19.9,63,Tenera,,0.026873,,4.459,,827.1180881,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0017.2018,2019-06-01,14:18,2018,38.09068,-122.024066,SuisunWest,Distributary,High Slack,11.19,9.84,9746,5.72,7.79,13.33,19.9,63,Tenera,7106,0.026873,190.959538,4.459,851.4885799,851.4885799,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0016.2018,2019-06-01,14:06,2018,38.088515,-122.026443,SuisunWest,Distributary,High Slack,11.19,9.84,9746,5.72,7.79,13.33,19.9,63,Tenera,7329,0.026873,196.952217,4.459,878.2099356,878.2099356,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0014.2018,2019-06-01,13:24,2018,38.135347,-122.009944,SuisunWest,Shoal,Late Flood,11.46,10.82,7811,4.34,7.98,10.44,17.35,61,Tenera,17642,0.026873,474.093466,4.459,2113.982765,2113.982765,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0012.2018,2019-06-01,12:50,2018,38.120448,-121.990802,SuisunWest,Shoal,Late Flood,11.24,10.11,8133,4.54,7.89,11.04,2.22,,Tenera,16116,0.026873,433.085268,4.459,1931.12721,1931.12721,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0009.2018,2019-06-01,12:07,2018,38.134645,-122.019423,SuisunWest,Shoal,Late Flood,11.08,10.71,7972,4.44,7.96,13.1,14.08,49,Tenera,6176,0.026873,165.967648,4.459,740.0497424,740.0497424,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0007.2018,2019-06-01,11:32,2018,38.109925,-122.00797,SuisunWest,Shoal,Early Flood,10.98,9.83,9126,5.12,7.75,14.42,2.58,48,Tenera,6791,0.026873,182.494543,4.459,813.7431672,813.7431672,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0006.2018,2019-06-01,11:18,2018,38.111532,-122.006609,SuisunWest,Shoal,Early Flood,10.98,9.83,9126,5.12,7.75,14.42,2.58,48,Tenera,4746,0.026873,127.539258,4.459,568.6975514,568.6975514,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0005.2018,2019-06-01,11:05,2018,38.112229,-122.0106,SuisunWest,Shoal,Early Flood,10.98,9.83,9126,5.12,7.75,14.42,2.58,48,Tenera,5491,0.026873,147.559643,4.459,657.9684481,657.9684481,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0003.2018,2019-06-01,10:30,2018,38.10869,-121.997427,SuisunWest,Shoal,Early Flood,10.79,9.81,8517,4.77,7.76,13.32,2.04,50,Tenera,6567,0.026873,176.474991,4.459,786.9019849,786.9019849,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
TPS0001.2018,2019-06-01,9:41,2018,38.111579,-121.998827,SuisunWest,Shoal,Early Flood,10.79,9.81,8517,4.77,7.76,13.32,2.04,50,Tenera,3931,0.026873,105.637763,4.459,471.0387852,471.0387852,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
